+Articles 	 taittirIyam/AraNyakam/articles/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/06/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/06/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/06/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/07/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/07/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/07/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/07/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/07/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/08/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/08/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/08/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/08/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/08/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/08/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/08/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/09/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/09/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/09/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/09/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/09/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/10/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/10/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/10/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/10/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/10/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/10/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/11/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/11/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/11/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/11/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/11/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/11/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/11/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/11/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/12/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/12/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/12/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/12/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/12/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/12/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/12/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/12/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/12/09/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/13/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/13/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/13/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/13/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/13/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/13/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/13/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/13/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/14/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/14/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/14/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/14/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/14/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/14/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/14/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/14/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vaMshIdhara-pAThaH/sasvaram/14/09/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/vishvAsa-prastutiH/14/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/01/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/01/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/01/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/01/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/01/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/01/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/01/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/01/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/01/09/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/02/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/02/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/02/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/02/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/02/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/02/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/03/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/03/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/03/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/03/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/03/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/03/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/03/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/03/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/03/09/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/04/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/04/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/04/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/04/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/04/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/04/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/05/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/05/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/05/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/05/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/05/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/06/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/06/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/06/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/06/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/06/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/06/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/06/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/06/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/07/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/07/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/07/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/07/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/07/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/08/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/08/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/08/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/08/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/08/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/08/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/08/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/09/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/09/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/09/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/09/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/09/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/10/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/10/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/10/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/10/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/10/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/10/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/11/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/11/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/11/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/11/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/11/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/11/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/11/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/11/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/12/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/12/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/12/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/12/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/12/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/12/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/12/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/12/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/12/09/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/13/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/13/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/13/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/13/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/13/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/13/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/13/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/13/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/14/01/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/14/02/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/14/03/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/14/04/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/14/05/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/14/06/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/14/07/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/14/08/1/
१ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/sasvaram/14/09/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/02/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/03/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/07/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/08/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/10/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/12/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/13/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/14/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/16/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/18/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/19/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/20/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/21/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/23/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/24/1/
१ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/26/1/
1 01a 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_01a/
1 01b 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_01b/
1 02 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_02/
1 03 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_03/
1 04 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_04/
1 05 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_05/
1 06 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_06/
1 07 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_07/
1 08 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_08/
1 09 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_09/
1 10 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_10/
1 11 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_11/
1 12 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_12/
1 13 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_13/
1 14 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_14/
1 15 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_15/
1 16 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_16/
1 17 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_17/
1 18 	 taittirIyam/sUtram/ApastambaH/gRhyam/ekAgnikANDam/sarva-prastutiH/1_18/
1 The Exposition of the Soma Sacrifce 	 taittirIyam/saMhitA/keith/6_THE_EXPLANATION_OF_THE_SOMA_SACRIFICE/1_The_Exposition_of_the_Soma_Sacrifce/
1 The One Day Sacrifices 	 taittirIyam/saMhitA/keith/7_THE_EXPLANATION_OF_THE_SOMA_SACRIFICE_continued/1_The_One_Day_Sacrifices/
1 The Placing of the Fire in the Fire-pan 	 taittirIyam/saMhitA/keith/4_THE_PILING_OF_THE_FIRE_ALTAR/1_The_Placing_of_the_Fire_in_the_Fire-pan/
1 The Placing of the Fire in the Fire-pan 	 taittirIyam/saMhitA/keith/5_THE_EXPLANATION_OF_THE_PILING_OF_THE_FIRE_ALTAR/1_The_Placing_of_the_Fire_in_the_Fire-pan/
1 The Special Animal Sacrifices 	 taittirIyam/saMhitA/keith/2/1_The_Special_Animal_Sacrifices/
1 The Supplement to the Soma Sacrifice 	 taittirIyam/saMhitA/keith/3/1_The_Supplement_to_the_Soma_Sacrifice/
१ पूर्वः 	 taittirIyam/sUtram/baudhAyanaH/prayoga-ratna-mAlA/1_pUrvaH/
१ यत् पुण्यं नक्षत्रं 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/5/02/yat_puNyam/
१,  होतुर्जपः पुरस्तात् सामिधेनीनाम् 	 taittirIyam/brAhmaNam/bhaTTa-bhAskara-bhAShyam/3/5/01/
10 	 vAjasaneyam/kANvam/shatapatha-brAhmaNam/17_bRhadAraNyakopaniShat/shankaraH/5/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/1/01/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/1/02/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/1/03/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/1/04/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/1/05/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/1/06/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/1/08/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/1/10/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/1/11/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/2/01/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/2/02/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/2/05/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/2/06/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/2/07/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/2/08/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/2/09/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/2/13/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/01/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/02/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/03/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/04/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/06/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/07/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/08/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/11/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/12/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/13/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/14/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/3/15/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/4/01/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/4/02/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/4/03/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/4/04/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/4/08/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/4/09/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/4/13/10/
१० 	 maitrAyaNIyam/visvara-saMhitA/4/14/10/
१० 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/8/10/
१० 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/8/11/
१० 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/9/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/2/1/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/2/2/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/2/6/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/5/1/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/5/2/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/5/3/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/5/4/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/5/5/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/5/6/10/
१० 	 taittirIyam/saMhitA/sarva-prastutiH/5/7/10/
